project_id,url,title,category,beneficiary,project_value_raw,project_value,eu_funding_raw,eu_funding,wojewodztwo,powiat,program,dzialanie,fundusz,perspektywa
1746288,https://mapadotacji.gov.pl/projekty/1746288/,Budowa sieci kanalizacyjnej na terenie Gminy Szydłowo (Szydłowo i Dobrzyca),ochrona środowiska,Gmina Szydłowo,"7 149 794,30 zł",7149794.3,"5 000 000,00 zł",5000000.0,wielkopolskie,pilski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746296,https://mapadotacji.gov.pl/projekty/1746296/,Budowa infrastruktury wodno-kanalizacyjnej na terenie Gminy Ostrowite,ochrona środowiska,Gmina Ostrowite,"6 209 040,00 zł",6209040.0,"5 000 000,00 zł",5000000.0,wielkopolskie,słupecki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746298,https://mapadotacji.gov.pl/projekty/1746298/,Budowa kanalizacji sanitarnej w miejscowości Krzykosy - etap II,ochrona środowiska,Gmina Krzykosy,"7 319 873,35 zł",7319873.35,"5 000 000,00 zł",5000000.0,wielkopolskie,średzki (wielkopolskie),Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757341,https://mapadotacji.gov.pl/projekty/1757341/,e-infrastrukturaMON,,Ministerstwo Obrony Narodowej,"6 500 000,00 zł",6500000.0,"5 000 000,00 zł",5000000.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,"5.6. C2.1.1-1/2 E-usługi publiczne, rozwiązania IT usprawniające funkcjonowanie administracji i sektorów gospodarki - MC",Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736006,https://mapadotacji.gov.pl/projekty/1736006/,"Uporządkowanie gospodarki wodnej w Gminie Karnice poprzez przebudowę i budowę infrastruktury dostarczającej wodę pitną w Cerkwicy, Dreżewie, Dreżewie Morskim i Karnicach.",ochrona środowiska,Gmina Karnice,"6 149 999,89 zł",6149999.89,"4 999 999,91 zł",4999999.91,zachodniopomorskie,gryficki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746312,https://mapadotacji.gov.pl/projekty/1746312/,"Budowa kanalizacji sanitarnej wraz z infrastrukturą towarzyszącą w gminie Wierzbinek w miejscowości Wierzbinek, Chlebowo i Łysek - ETAP I",ochrona środowiska,Gmina Wierzbinek,"6 149 842,95 zł",6149842.95,"4 999 872,32 zł",4999872.32,wielkopolskie,koniński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735926,https://mapadotacji.gov.pl/projekty/1735926/,Budowa i rozbudowa sieci kanalizacji sanitarnej oraz sieci wodociągowej na terenie Gminy Ulanów wraz z rozbudową stacji uzdatniania wody w miejscowości Bieliniec,ochrona środowiska,Gmina i Miasto Ulanów,"6 366 439,95 zł",6366439.95,"4 999 642,28 zł",4999642.28,podkarpackie,niżański,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746215,https://mapadotacji.gov.pl/projekty/1746215/,Budowa infrastruktury wodno - ściekowej na obszarze wiejskim Miasta i Gminy Kikół,ochrona środowiska,Gmina Kikół,"6 149 558,43 zł",6149558.43,"4 999 641,00 zł",4999641.0,kujawsko-pomorskie,lipnowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746223,https://mapadotacji.gov.pl/projekty/1746223/,Zrównoważony rozwój gospodarki wodno – ściekowej na terenie Gminy Międzyrzec Podlaski,ochrona środowiska,Gmina Międzyrzec Podlaski,"6 149 283,82 zł",6149283.82,"4 999 417,74 zł",4999417.74,lubelskie,bialski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735766,https://mapadotacji.gov.pl/projekty/1735766/,Budowa sieci kanalizacji sanitarnej w miejscowości Pałecznica gm. Niedźwiada - ETAP 4,ochrona środowiska,Gmina Niedźwiada,"6 210 750,00 zł",6210750.0,"4 999 390,24 zł",4999390.24,lubelskie,lubartowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736020,https://mapadotacji.gov.pl/projekty/1736020/,Modernizacja sieci wodociągowej oraz stacji uzdatniania wody wraz z infrastrukturą towarzyszącą w m. Mielęcin gm. Człopa,ochrona środowiska,Gmina Człopa,"6 149 243,14 zł",6149243.14,"4 999 384,67 zł",4999384.67,zachodniopomorskie,wałecki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757048,https://mapadotacji.gov.pl/projekty/1757048/,Budowa sieci kanalizacji sanitarnej w miejscowościach Zmysłówka i Grodzisko Dolne w Gminie Grodzisko Dolne,ochrona środowiska,Gmina Grodzisko Dolne,"6 146 618,13 zł",6146618.13,"4 997 250,51 zł",4997250.51,podkarpackie,leżajski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735770,https://mapadotacji.gov.pl/projekty/1735770/,Zrównoważona gospodarka wodno - ściekowa w Gminie Sosnowica,ochrona środowiska,Gmina Sosnowica,"6 142 690,92 zł",6142690.92,"4 994 057,65 zł",4994057.65,lubelskie,parczewski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735964,https://mapadotacji.gov.pl/projekty/1735964/,Budowa oraz przebudowa sieci wodociągowej w gminie Stawiski wraz z wymianą wodomierzy,ochrona środowiska,GMINA STAWISKI,"6 141 760,97 zł",6141760.97,"4 993 301,60 zł",4993301.6,podlaskie,kolneński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735806,https://mapadotacji.gov.pl/projekty/1735806/,Budowa oczyszczalni ścieków wraz z systemem kanalizacji ciśnieniowej w miejscowości Tomawa,ochrona środowiska,Gmina Łęki Szlacheckie,"6 138 069,00 zł",6138069.0,"4 990 300,00 zł",4990300.0,łódzkie,piotrkowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735874,https://mapadotacji.gov.pl/projekty/1735874/,Rozwój infrastruktury wodociągowej zarządzanej przez Zakład Usług Komunalnych w Lipsku sp. z o.o.,ochrona środowiska,Zakład Usług Komunalnych w Lipsku sp. z o.o.,"6 137 696,95 zł",6137696.95,"4 989 997,52 zł",4989997.52,mazowieckie,lipski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736046,https://mapadotacji.gov.pl/projekty/1736046/,Zapewnienie dostępu do bardzo szybkiego internetu na Obszarze Konkursowym 6.02.17.1,telekomunikacja i e-usługi,ZAPNET KAROL ZAPART SPÓŁKA JAWNA,"5 895 000,00 zł",5895000.0,"4 987 170,00 zł",4987170.0,dolnośląskie,oleśnicki,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746306,https://mapadotacji.gov.pl/projekty/1746306/,Modernizacja i rozbudowa systemu zaopatrzenia w wodę i systemu odprowadzania ścieków na terenie gminy Wolsztyn poza aglomeracją,ochrona środowiska,Przedsiębiorstwo Gospodarki Komunalnej sp. z o.o. w Wolsztynie,"6 261 635,55 zł",6261635.55,"4 986 942,42 zł",4986942.42,wielkopolskie,wolsztyński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736270,https://mapadotacji.gov.pl/projekty/1736270/,Nanoprzeciwciała anty-CSPG4: narzędzie do innowacyjnej diagnostyki czerniaka,,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie Państwowy Instytut Badawczy Oddział w Gliwicach,"4 982 512,50 zł",4982512.5,"4 982 512,50 zł",4982512.5,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736126,https://mapadotacji.gov.pl/projekty/1736126/,Budowa sieci superszybkiego Internetu na obszarze 6.02.05.0,telekomunikacja i e-usługi,DOLNET GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"6 149 500,00 zł",6149500.0,"4 981 095,00 zł",4981095.0,dolnośląskie,jaworski,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735988,https://mapadotacji.gov.pl/projekty/1735988/,Budowa sieci kanalizacji sanitarnej i wodociągowej na terenie Gminy Radków,ochrona środowiska,Gmina Radków,"6 174 168,00 zł",6174168.0,"4 974 891,39 zł",4974891.39,świętokrzyskie,włoszczowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746300,https://mapadotacji.gov.pl/projekty/1746300/,"Budowa, przebudowa infrastruktury wodno-kanalizacyjnej w gm. Rokietnica - ETAP II",ochrona środowiska,Przedsiębiorstwo Usług Komunalnych Sp. z o.o.,"6 113 925,11 zł",6113925.11,"4 970 670,82 zł",4970670.82,wielkopolskie,poznański,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735954,https://mapadotacji.gov.pl/projekty/1735954/,"Budowa infrastruktury wodociągowej i kanalizacyjnej w miejscowościach Studzianki, Osowicze i Jurowce",ochrona środowiska,Gmina Wasilków,"6 112 116,31 zł",6112116.31,"4 969 200,26 zł",4969200.26,podlaskie,białostocki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735854,https://mapadotacji.gov.pl/projekty/1735854/,Budowa części sieci wodociągowej oraz przydomowych oczyszczalni na terenie Gminy Uście Gorlickie,ochrona środowiska,Gmina Uście Gorlickie,"6 511 639,27 zł",6511639.27,"4 966 148,39 zł",4966148.39,małopolskie,gorlicki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735990,https://mapadotacji.gov.pl/projekty/1735990/,Rozbudowa sieci kanalizacji sanitarnej oraz wodociągowej w Gminie Chmielnik,ochrona środowiska,Gmina Chmielnik,"6 274 583,49 zł",6274583.49,"4 962 583,24 zł",4962583.24,świętokrzyskie,kielecki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746203,https://mapadotacji.gov.pl/projekty/1746203/,Budowa sieci kanalizacji sanitarnej w miejscowościach Grabowiec i Złotoria,ochrona środowiska,Gmina Lubicz,"6 105 774,23 zł",6105774.23,"4 957 389,39 zł",4957389.39,kujawsko-pomorskie,toruński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736002,https://mapadotacji.gov.pl/projekty/1736002/,Budowa kanalizacji i wodociągów w gminie Daleszyce.,ochrona środowiska,Gmina Daleszyce,"8 454 213,17 zł",8454213.17,"4 952 407,68 zł",4952407.68,świętokrzyskie,kielecki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1757350,https://mapadotacji.gov.pl/projekty/1757350/,Zdrowo-cyfrowo w przedszkolu II,nauka i edukacja,PODKARPACKI ZESPÓŁ PLACÓWEK WOJEWÓDZKICH W RZESZOWIE,"4 950 722,50 zł",4950722.5,"4 950 722,50 zł",4950722.5,podkarpackie,bieszczadzki,Krajowy Plan Odbudowy i Zwiększania Odporności,5.8. C2.1.3. E-kompetencje,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736460,https://mapadotacji.gov.pl/projekty/1736460/,Zakup niskoemisyjnego taboru autobusowego przez firmę Faster Wash Sp. z o. o.,"ochrona środowiska, transport",Faster Wash Spółka z ograniczoną odpowiedzialnością,"6 765 000,00 zł",6765000.0,"4 950 000,00 zł",4950000.0,warmińsko-mazurskie,olecki,Krajowy Plan Odbudowy i Zwiększania Odporności,9.5. E1.1.2-2/2. Zero i niskoemisyjny transport zbiorowy (autobusy)- MI,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735902,https://mapadotacji.gov.pl/projekty/1735902/,Rozbudowa infrastruktury wodno-kanalizacyjnej w gminie Grodków,ochrona środowiska,Grodkowskie Wodociągi i Kanalizacja Sp. z o.o.,"9 069 349,96 zł",9069349.96,"4 947 885,81 zł",4947885.81,opolskie,brzeski (opolskie),Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1705624,https://mapadotacji.gov.pl/projekty/1705624/,"Objęcie wsparciem ze środków Planu rozwojowego, działania w postaci stypendiów dla studentów Uniwersytetu Medycznego w Białymstoku kierunku lekarskiego, lekarsko-dentystycznego, analityka medyczna, fizjoterapia. Edycja 1, rok akademicki 2022/2023",nauka i edukacja,Uniwersytet Medyczny w Białymstoku,"4 941 000,00 zł",4941000.0,"4 941 000,00 zł",4941000.0,podlaskie,m. Białystok,Krajowy Plan Odbudowy i Zwiększania Odporności,7.5. D2.1.1. Inwestycje związane z modernizacją i doposażeniem obiektów dydaktycznych w związku ze zwiększeniem limitów przyjęć na studia medyczne,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746292,https://mapadotacji.gov.pl/projekty/1746292/,Poprawa gospodarki wodno-ściekowej na terenie Gminy Wągrowiec,ochrona środowiska,Gmina Wągrowiec,"6 968 264,77 zł",6968264.77,"4 931 910,26 zł",4931910.26,wielkopolskie,wągrowiecki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1756765,https://mapadotacji.gov.pl/projekty/1756765/,Termomodernizacja budynku Szkoły Podstawowej nr 2 w Myszkowie i termomodernizacja budynku Szkoły Podstawowej nr 7 w Myszkowie,,Gmina Myszków,"6 060 566,71 zł",6060566.71,"4 924 290,00 zł",4924290.0,śląskie,myszkowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746242,https://mapadotacji.gov.pl/projekty/1746242/,Rozbudowa stacji uzdatniania wody wraz z budową sieci kanalizacji sanitarnej w Czarnem Górnem,ochrona środowiska,Gmina Gardeja,"6 033 150,00 zł",6033150.0,"4 905 000,00 zł",4905000.0,pomorskie,kwidzyński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745738,https://mapadotacji.gov.pl/projekty/1745738/,Termomodernizacja budynku szkoły w Widawie,,Gmina Widawa,"6 413 568,01 zł",6413568.01,"4 902 900,81 zł",4902900.81,łódzkie,łaski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745822,https://mapadotacji.gov.pl/projekty/1745822/,Termomodernizacja obiektu lokalnej aktywności społecznej w Tyszowcach,,Gmina Tyszowce,"6 155 000,00 zł",6155000.0,"4 900 000,00 zł",4900000.0,lubelskie,tomaszowski (lubelskie),Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736196,https://mapadotacji.gov.pl/projekty/1736196/,Celowana terapia antybakteryjna przywracająca naturalną równowagę mikrobioty u pacjentów z atopowym zapaleniem skóry,,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego Polskiej Akademii Nauk,"4 897 627,50 zł",4897627.5,"4 897 627,50 zł",4897627.5,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736012,https://mapadotacji.gov.pl/projekty/1736012/,Inwestycja wodno-kanalizacyjna w miejscowości Poradz,ochrona środowiska,Gmina Łobez,"6 017 964,42 zł",6017964.42,"4 892 654,00 zł",4892654.0,zachodniopomorskie,łobeski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735818,https://mapadotacji.gov.pl/projekty/1735818/,Budowa sieci wodociągowej i kanalizacyjnej wraz z modernizacją Stacji Uzdatniania Wody oraz montażem wodomierzy na terenie gminy Konopnica.,ochrona środowiska,Gmina Konopnica,"6 145 273,43 zł",6145273.43,"4 890 073,43 zł",4890073.43,łódzkie,wieluński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1746318,https://mapadotacji.gov.pl/projekty/1746318/,Budowa sieci wodociągowych i kanalizacji sanitarnej na terenach wiejskich gminy Wolin oraz modernizacja przepompowni i oczyszczalni ścieków komunalnych w m. Piaski Wielkie.,ochrona środowiska,MIEJSKIE PRZEDSIĘBIORSTWO GOSPODARKI KOMUNALNEJ SP. Z O.O.,"5 999 790,54 zł",5999790.54,"4 877 878,48 zł",4877878.48,zachodniopomorskie,kamieński,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745847,https://mapadotacji.gov.pl/projekty/1745847/,Poprawa efektywności energetycznej budynku Wojewódzkiej i Miejskiej Biblioteki Publicznej im. Zbigniewa Herberta,,Wojewódzka i Miejska Biblioteka Publiczna im. Zbigniewa Herberta,"6 149 301,08 zł",6149301.08,"4 867 690,17 zł",4867690.17,lubuskie,m. Gorzów Wielkopolski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.6. B1.1.4. Wzmocnienie efektywności energetycznej obiektów lokalnej aktywności społecznej,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1670258,https://mapadotacji.gov.pl/projekty/1670258/,"Laboratorium hodowli ziemniaka tolerancyjnego na stresy środowiskowe w różnych systemach gospodarowania, w tym ekologicznym","badania, rozwój, innowacje",INSTYTUT HODOWLI I AKLIMATYZACJI ROŚLIN - PAŃSTWOWY INSTYTUT BADAWCZY,"5 983 950,00 zł",5983950.0,"4 865 000,00 zł",4865000.0,mazowieckie,legionowski,Krajowy Plan Odbudowy i Zwiększania Odporności,1.19. A2.4.1-2/2. Inwestycje w rozbudowę potencjału badawczego - MRiRW,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736354,https://mapadotacji.gov.pl/projekty/1736354/,ZAKUP 3 AUTOBUSÓW NISKOEMISYJNYCH DO REALIZACJI ZADAŃ Z ZAKRESU PUBLICZNEGO TRANSPORTU ZBIOROWEGO DO OBSŁUGI GMINY SIEROSZEWICE,"ochrona środowiska, transport",Euromatpol Sp. z o.o.,"6 642 000,00 zł",6642000.0,"4 860 000,00 zł",4860000.0,wielkopolskie,ostrowski (wielkopolskie),Krajowy Plan Odbudowy i Zwiększania Odporności,9.5. E1.1.2-2/2. Zero i niskoemisyjny transport zbiorowy (autobusy)- MI,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1745680,https://mapadotacji.gov.pl/projekty/1745680/,Poprawa efektywności energetycznej szkół w Gminie Błonie (Liceum i SP4),,Gmina Błonie,"5 950 235,99 zł",5950235.99,"4 835 086,17 zł",4835086.17,mazowieckie,warszawski zachodni,Krajowy Plan Odbudowy i Zwiększania Odporności,3.5. B1.1.3. Termomodernizacja instytucji edukacyjnych,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735824,https://mapadotacji.gov.pl/projekty/1735824/,Zrównoważona gospodarka wodno-ściekowa na terenie Gminy Pęczniew,ochrona środowiska,Gmina Pęczniew,"6 143 799,34 zł",6143799.34,"4 827 043,96 zł",4827043.96,łódzkie,poddębicki,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735980,https://mapadotacji.gov.pl/projekty/1735980/,Budowa infrastruktury wodno-kanalizacyjnej oraz wdrożenie systemu zdalnego odczytu wodomierzy w Gminie Parchowo,ochrona środowiska,Gminy Parchowo,"5 934 474,09 zł",5934474.09,"4 824 775,68 zł",4824775.68,pomorskie,bytowski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736346,https://mapadotacji.gov.pl/projekty/1736346/,Rozwój i zwiększenie potencjału naukowo-badawczego Centrum Wsparcia Badań Klinicznych Pomorskiego Uniwersytetu Medycznego w Szczecinie,,Pomorski Uniwersytet Medyczny w Szczecinie,"4 824 240,19 zł",4824240.19,"4 824 240,19 zł",4824240.19,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736240,https://mapadotacji.gov.pl/projekty/1736240/,"System ciągłego monitorowania płynów drenażowych do oceny postępów leczenia chorych z wtórnym, bakteryjnym zapaleniem otrzewnej",,Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza Polskiej Akademii Nauk,"4 815 100,00 zł",4815100.0,"4 815 100,00 zł",4815100.0,projekt ogólnopolski,,Krajowy Plan Odbudowy i Zwiększania Odporności,7.7. D3.1.1. Kompleksowy rozwój badań w zakresie nauk medycznych i nauk o zdrowiu,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736446,https://mapadotacji.gov.pl/projekty/1736446/,"ZAKUP 6 AUTOBUSÓW O NAPĘDZIE DIESEL DO OBSŁUGI TRANSPORTU PUBLICZNEGO NA TERENIE ZWIĄZKU POWIATOWO-GMINNEGO POD NAZWĄ ""JEDŹMY RAZEM!""","ochrona środowiska, transport",Związek Powiatowo-Gminny pod nazwą „Jedźmy razem!”,"6 567 216,00 zł",6567216.0,"4 805 280,00 zł",4805280.0,śląskie,myszkowski,Krajowy Plan Odbudowy i Zwiększania Odporności,9.5. E1.1.2-2/2. Zero i niskoemisyjny transport zbiorowy (autobusy)- MI,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736124,https://mapadotacji.gov.pl/projekty/1736124/,Budowa sieci superszybkiego Internetu na obszarze 6.14.28.2,telekomunikacja i e-usługi,NET-ARN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"5 392 500,00 zł",5392500.0,"4 804 717,50 zł",4804717.5,mazowieckie,sochaczewski,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1735776,https://mapadotacji.gov.pl/projekty/1735776/,Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenie Gminy Grabowiec,ochrona środowiska,Gmina Grabowiec,"5 895 483,63 zł",5895483.63,"4 794 946,04 zł",4794946.04,lubelskie,zamojski,Krajowy Plan Odbudowy i Zwiększania Odporności,3.15. B3.1.1. Inwestycje w zrównoważoną gospodarkę wodno-ściekową na terenach wiejskich,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
1736066,https://mapadotacji.gov.pl/projekty/1736066/,Budowa sieci NGA na obszarze 6.06.06.2,telekomunikacja i e-usługi,LIQUID SYSTEMS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"5 607 000,00 zł",5607000.0,"4 793 985,00 zł",4793985.0,lubelskie,krasnostawski,Krajowy Plan Odbudowy i Zwiększania Odporności,5.2. C1.1.1. Zapewnienie dostępu do bardzo szybkiego internetu na obszarach białych plam,Instrument na rzecz Odbudowy i Zwiększania Odporności,2021 - 2027
